-34.3424161,-53.7895484
19.9200534,75.5422994
7.7820796,81.186398
37.7977985,30.9958348
-9.1409826,-78.2019387
14.3862182,-90.295996
6.6647754,-72.7643024
12.5308753,103.925313
0.1901103,37.3543917
-19.1578377,-70.1857911
-19.3387808,22.1566586
20.6199082,84.8077976
-8.7390156,117.997969
25.6572329,78.458049
-35.0212703,-63.914744
37.0529246,-89.048597
30.7232064,-112.1514185
37.5015999,-81.2505611
18.9835017,-99.093938
39.63384,-75.6605897
45.8959746,13.9064819
46.8478491,35.3760118
-17.9412477,-65.3417412
-12.2772029,-75.7856093
21.9353652,86.7333153
-3.3543896,40.0211705
46.3672999,96.2508081
57.5092823,24.7205756
-30.8873078,-55.5395744
54.7557084,-5.7115135
-40.0013738,176.5535157
45.5805564,-74.1578845
-22.3314688,30.0243511
42.6323088,8.9430459
57.2555025,16.4607441
27.0675677,89.8928975
-38.1615786,147.0861187
53.0666164,17.3303578
40.8118897,30.499125
-37.8932544,140.7981939
8.8725863,-79.7971429
14.627695,-90.5231803
